,Unnamed: 0,recordId,callKey,callDateTime,priority,district,description,callNumber,incidentLocation,location,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,ZIPCode,ESRI_OID,geo,point,latitude,longitude,altitude
11,65,11593417,2801020A638FFC55,2022/12/06 21:37:00+00,High,ND,EP  PAPERS,P223404897,1000 W 37TH ST,1000 W 37TH ST BALTIMORE MD,Hampden,Northern,531.0,7.0,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1306,21211.0,69594,"1000, West 37th Street, Hampden, Baltimore, Maryland, 21211, United States","(39.332821, -76.632953, 0.0)",39.332821,-76.632953,0.0
12,66,11596026,2801020A6390D82C,2022/12/07 13:15:00+00,High,SD,EP  PAPERS,P223412486,200,200 BALTIMORE MD,Middle Branch/Reedbird Parks,Southern,922.0,10.0,D7,Cherry Hill,Census Tract 2502.03,21225.0,69599,"Patterson Park, Baltimore, Maryland, United States","(39.28893345, -76.5788048280182, 0.0)",39.28893345,-76.5788048280182,0.0
13,67,11596859,2801020A63910C06,2022/12/07 16:56:00+00,High,NW,EP  PAPERS,P223413336,3800 REISTERSTOWN RD,3800 REISTERSTOWN RD BALTIMORE MD,Park Circle,Northwestern,612.0,6.0,D1,Southern Park Heights,Census Tract 1512,21215.0,69600,"3800, Reisterstown Road, Park Circle, Baltimore, Maryland, 21215, United States","(39.331505, -76.662343, 0.0)",39.331505,-76.662343,0.0
14,68,11597521,2801020A63912A4F,2022/12/07 19:05:00+00,High,SE,EP  PAPERS,P223413907,200 BETHEL CT,200 BETHEL CT BALTIMORE MD,Dunbar-Broadway,Southeastern,212.0,12.0,D7,Oldtown/Middle East,Census Tract 2805,21231.0,69601,"Bethel Court, Dunbar-Broadway, Baltimore, Maryland, 21287, United States","(39.2944997, -76.5949144, 0.0)",39.2944997,-76.5949144,0.0
15,69,11601540,2801020A63923F7F,2022/12/08 14:48:00+00,High,NE,EP  PAPERS,P223423101,6000 BELLE VISTA AV,6000 BELLE VISTA AV BALTIMORE MD,Glenham-Belhar,Northeastern,425.0,2.0,D4,Hamilton,Census Tract 2704.01,21206.0,69610,"6000, Belle Vista Avenue, Glenham-Belhar, Baltimore, Maryland, 21206, United States","(39.34990765, -76.54489303676212, 0.0)",39.34990765,-76.54489303676212,0.0
16,70,11607548,2801020A6393C912,2022/12/09 18:47:00+00,High,SD,EP  PAPERS,P223434173,800 SEAGULL AV,800 SEAGULL AV BALTIMORE MD,Cherry Hill,Southern,922.0,10.0,D7,Cherry Hill,Census Tract 2502.04,21225.0,69624,"800, Seagull Avenue, Cherry Hill, Brooklyn Park, Maryland, 21225, United States","(39.2462543, -76.6204353, 0.0)",39.2462543,-76.6204353,0.0
17,71,11626768,2801020A63990F4A,2022/12/13 18:48:00+00,High,SE,EP  PAPERS,P223474324,1000 FELL ST,1000 FELL ST BALTIMORE MD,Fells Point,Southeastern,213.0,1.0,D6,Fells Point,Census Tract 203,21231.0,69657,"1000, Fell Street, Fell's Point, Baltimore, Maryland, 21231, United States","(39.280613, -76.589552, 0.0)",39.280613,-76.589552,0.0
18,72,11635672,2801020A639B8B0A,2022/12/15 16:00:00+00,High,SW,EP  PAPERS,P223493174,1700 GERTRUDE ST,1700 GERTRUDE ST BALTIMORE MD,Northwest Community Action,Southwestern,813.0,7.0,D9,Greater Rosemont,Census Tract 1506,21216.0,69659,"1700, Gertrude Street, Northwest Community Action, Baltimore, Maryland, 21216, United States","(39.3076573, -76.66488907664646, 0.0)",39.3076573,-76.66488907664646,0.0
19,73,11644747,2801020A639E26AB,2022/12/17 15:29:00+00,High,ND,EP  PAPERS,P223512645,500 W 27TH ST,500 W 27TH ST BALTIMORE MD,Remington,Northern,511.0,12.0,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1207,21211.0,69668,"500, West 27th Street, Remington, Baltimore, Maryland, 21211, United States","(39.31927255, -76.62346082795098, 0.0)",39.31927255,-76.62346082795098,0.0
20,74,11651187,2801020A63A0344A,2022/12/19 04:52:00+00,High,SW,EP  PAPERS,P223530962,3600 W MULBERRY ST,3600 W MULBERRY ST BALTIMORE MD,Allendale,Southwestern,843.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2007.01,21229.0,69676,"Mary E Rodman Rec Center, 3600, West Mulberry Street, Allendale, Baltimore, Maryland, 21229, United States","(39.292143800000005, -76.67727431481617, 0.0)",39.292143800000005,-76.67727431481617,0.0
21,75,11657064,2801020A63A1FDAE,2022/12/20 13:23:00+00,High,WD,EP  PAPERS,P223542525,2000 N FULTON AV,2000 N FULTON AV BALTIMORE MD,Penn North,Western,733.0,7.0,D9,Greater Mondawmin,Census Tract 1504,21217.0,69685,"Greater Bethesda Baptist Church, 2000, North Fulton Avenue, Mondawmin, Baltimore, Maryland, 21217, United States","(39.3110991, -76.6467792, 0.0)",39.3110991,-76.6467792,0.0
22,76,11658606,2801020A63A25489,2022/12/20 19:34:00+00,High,CD,EP  PAPERS,P223544023,500 N CALVERT ST,500 N CALVERT ST BALTIMORE MD,Mount Vernon,Central,142.0,11.0,D8,Midtown,Census Tract 1101,21202.0,69687,"Shillman Building, 500, North Calvert Street, Mount Vernon, Baltimore, Maryland, 21202, United States","(39.29586995, -76.61305662450243, 0.0)",39.29586995,-76.61305662450243,0.0
23,77,11662102,2801020A63A370BD,2022/12/21 15:46:00+00,High,CD,EP  PAPERS,P223552885,400 ORCHARD ST,400 ORCHARD ST BALTIMORE MD,Seton Hill,Central,143.0,11.0,D8,Downtown/Seton Hill,Census Tract 1701,21201.0,69690,"400, Orchard Street, Seton Hill, Baltimore, Maryland, 21201, United States","(39.29883, -76.622289, 0.0)",39.29883,-76.622289,0.0
24,78,11666287,2801020A63A4B76F,2022/12/22 15:00:00+00,High,ED,EP  PAPERS,P223562715,900 WEBB CT,900 WEBB CT BALTIMORE MD,Oldtown,Eastern,312.0,12.0,D5,Oldtown/Middle East,Census Tract 1002,21202.0,69695,"Webb Court, Old Town, Baltimore, Maryland, 21202, United States","(39.3007119, -76.6043416, 0.0)",39.3007119,-76.6043416,0.0
25,79,11672077,2801020A63A65C4A,2022/12/23 20:56:00+00,High,NE,EP  PAPERS,P223573960,6400 SEFTON AV,6400 SEFTON AV BALTIMORE MD,Westfield,Northeastern,424.0,3.0,D4,Hamilton,Census Tract 2705.02,21214.0,69703,"6400, Sefton Avenue, Westfield, Baltimore, Maryland, 21214, United States","(39.3587444, -76.54986029614102, 0.0)",39.3587444,-76.54986029614102,0.0
26,80,11684568,2801020A63AB2995,2022/12/27 12:21:00+00,High,ED,EP  PAPERS,P223611963,2200 BARCLAY ST,2200 BARCLAY ST BALTIMORE MD,Barclay,Eastern,341.0,12.0,D2,Greater Charles Village/Barclay,Census Tract 1204,21218.0,69707,"2200, Barclay Street, Barclay, Baltimore, Maryland, 21218, United States","(39.31456, -76.611302, 0.0)",39.31456,-76.611302,0.0
0,81,11685899,2801020A63AB7305,2022/12/27 17:34:00+00,High,NE,EP  PAPERS,P223613116,5100 GREENHILL AV,5100 GREENHILL AV BALTIMORE MD,Frankford,Northeastern,443.0,2.0,D4,Cedonia/Frankford,Census Tract 2602.01,21206.0,69711,"5100, Greenhill Avenue, Frankford, Baltimore, Maryland, 21206, United States","(39.33435315151515, -76.55216007070707, 0.0)",39.33435315151515,-76.55216007070707,0.0
1,82,11688263,2801020A63AC3D4C,2022/12/28 07:57:00+00,High,NW,EP  PAPERS,P223621588,4800 NORWOOD AV,4800 NORWOOD AV BALTIMORE MD,Howard Park,Northwestern,622.0,8.0,D9,Howard Park/West Arlington,Census Tract 2802,21207.0,69713,"4800, Norwood Avenue, Howard Park, Baltimore, Maryland, 21207, United States","(39.329403, -76.697574, 0.0)",39.329403,-76.697574,0.0
2,83,11577367,5301020A638BB519,2022/12/03 15:44:00+00,High,SW,OVERDOSE,P223372808,WESTSIDE SHOPPING CENTER,WESTSIDE SHOPPING CENTER BALTIMORE MD,Millhill,Southwestern,841.0,9.0,D8,Southwest Baltimore,Census Tract 2005,21223.0,70884,"Westside Shopping Center, Baltimore, Maryland, United States","(39.28267245, -76.65455992926996, 0.0)",39.28267245,-76.65455992926996,0.0
3,84,11577799,5301020A638BC151,2022/12/03 16:36:00+00,High,SD,AUTO ACC/INJURY,P223373009,500 BLK S CHARLES ST,500 BLK S CHARLES ST BALTIMORE MD,Otterbein,Southern,941.0,11.0,D7,Inner Harbor/Federal Hill,Census Tract 2201,21201.0,70888,,"(None, None, None)",,,
4,85,11578035,5301020A638BD01B,2022/12/03 17:39:00+00,High,SE,AUTO ACC/INJURY,P223373312,S KRESSON ST/E LOMBARD ST,S KRESSON ST and E LOMBARD ST BALTIMORE MD,Canton Industrial Area,Southeastern,241.0,2.0,D6,Orangeville/East Highlandtown,Census Tract 2607,21224.0,70893,,"(None, None, None)",,,
5,86,11581176,5301020A638CD38B,2022/12/04 12:06:00+00,High,NW,ATT SUICIDE-VIOL,P223382085,3900 DOLFIELD AV,3900 DOLFIELD AV BALTIMORE MD,Dolfield,Northwestern,643.0,6.0,D1,Dorchester/Ashburton,Census Tract 1510,21215.0,70921,"3900, Dolfield Avenue, Dolfield, Baltimore, Maryland, 21215, United States","(39.33967695, -76.68116170346714, 0.0)",39.33967695,-76.68116170346714,0.0
6,87,11581865,5301020A638CF918,2022/12/04 14:46:00+00,High,NE,BURGLARY,P223382602,4800 CRENSHAW AV,4800 CRENSHAW AV BALTIMORE MD,Frankford,Northeastern,443.0,2.0,D4,Cedonia/Frankford,Census Tract 2602.01,21206.0,70938,"4800, Crenshaw Avenue, Frankford, Baltimore, Maryland, 21206, United States","(39.329828, -76.547521, 0.0)",39.329828,-76.547521,0.0
7,88,11581873,5301020A638D0F78,2022/12/04 16:22:00+00,High,ED,SHOOTING,P223382950,N CAROLINE ST/E MONUMENT ST,N CAROLINE ST and E MONUMENT ST BALTIMORE MD,Dunbar-Broadway,Eastern,313.0,12.0,D7,Oldtown/Middle East,Census Tract 2805,21287.0,70945,,"(None, None, None)",,,
8,89,11582205,5301020A638D175A,2022/12/04 16:55:00+00,High,SD,COMMON ASSAULT,P223383104,900 SEAGULL AV,900 SEAGULL AV BALTIMORE MD,Cherry Hill,Southern,922.0,10.0,D7,Cherry Hill,Census Tract 2502.04,21225.0,70947,"900, Seagull Avenue, Cherry Hill, Brooklyn Park, Maryland, 21225, United States","(39.24448615, -76.62176503451087, 0.0)",39.24448615,-76.62176503451087,0.0
9,90,11582394,5301020A638D234F,2022/12/04 17:46:00+00,High,SD,COMMON ASSAULT,P223383322,HORSESHOE CASINO,HORSESHOE CASINO BALTIMORE MD,Carroll - Camden Industrial Area,Southern,941.0,10.0,D7,Washington Village/Pigtown,Census Tract 2101,21230.0,70954,"Horseshoe Casino Baltimore, 1525, Russell Street, South Baltimore, Baltimore, Maryland, 21230, United States","(39.27355795, -76.62744037685637, 0.0)",39.27355795,-76.62744037685637,0.0
10,91,11582711,5301020A638D3A3E,2022/12/04 19:24:00+00,High,NE,DISCHRG FIREARM,P223383679,4800 BLK TRUESDALE AV,4800 BLK TRUESDALE AV BALTIMORE MD,Frankford,Northeastern,443.0,2.0,D6,Cedonia/Frankford,Census Tract 2602.03,21206.0,70960,,"(None, None, None)",,,
11,92,11583424,5301020A638D6E17,2022/12/04 23:05:00+00,High,SD,CUTTING,P223384360,2800 DENHAM CI N,2800 DENHAM CI N BALTIMORE MD,Cherry Hill,Southern,922.0,10.0,D7,Cherry Hill,Census Tract 2502.04,21225.0,70975,,"(None, None, None)",,,
12,93,11583938,5301020A638D8C37,2022/12/05 01:14:00+00,High,SW,ARMED PERSON,P223390339,2200 ROSLYN AV,2200 ROSLYN AV BALTIMORE MD,Mount Holly,Southwestern,812.0,7.0,D9,Forest Park/Walbrook,Census Tract 1508,21216.0,70988,"2200, Roslyn Avenue, Mount Holly, Baltimore, Maryland, 21216, United States","(39.3120179, -76.67716981418451, 0.0)",39.3120179,-76.67716981418451,0.0
13,94,11585794,5301020A638E2679,2022/12/05 12:12:00+00,High,ED,COMMON ASSAULT,P223392362,N CHESTER ST/E PRESTON ST,N CHESTER ST and E PRESTON ST BALTIMORE MD,Broadway East,Eastern,331.0,12.0,D5,Oldtown/Middle East,Census Tract 804,21213.0,71020,,"(None, None, None)",,,
14,95,11586103,5301020A638E2B4C,2022/12/05 12:33:00+00,High,ND,COMMON ASSAULT,P223392465,2400 N CHARLES ST,2400 N CHARLES ST BALTIMORE MD,Old Goucher,Northern,514.0,12.0,D2,Greater Charles Village/Barclay,Census Tract 1206,21218.0,71024,"2400, North Charles Street, Old Goucher, Baltimore, Maryland, 21218, United States","(39.316455, -76.61703, 0.0)",39.316455,-76.61703,0.0
15,96,11586734,5301020A638E5734,2022/12/05 15:40:00+00,High,SD,AGGRAV ASSAULT,P223393130,1100 BLK TOMPKINS ST,1100 BLK TOMPKINS ST BALTIMORE MD,Curtis Bay,Southern,911.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,21225.0,71038,"Tompkins Street, Curtis Bay, Baltimore, Maryland, 21226, United States","(39.229728, -76.5932021, 0.0)",39.229728,-76.5932021,0.0
16,97,11586636,5301020A638E582A,2022/12/05 15:44:00+00,High,NE,AUTO ACC/INJURY,P223393147,LOCH RAVEN BL/E 0RD ST,LOCH RAVEN BL and E 0RD ST BALTIMORE MD,Better Waverly,Northeastern,412.0,14.0,D5,The Waverlies,Census Tract 905,21218.0,71039,,"(None, None, None)",,,
17,98,11586703,5301020A638E5B1F,2022/12/05 15:57:00+00,High,SW,AUTO ACC/INJURY,P223393210,I 100 S EXIT 50B-A,I 100 S EXIT 50B-A BALTIMORE MD,Wilhelm Park,Southwestern,832.0,10.0,D10,Morrell Park/Violetville,Census Tract 2502.06,21230.0,71042,,"(None, None, None)",,,
18,99,11587130,5301020A638E68FC,2022/12/05 16:56:00+00,High,NW,COMMON ASSAULT,P223393466,3900 LIBERTY HEIGHTS AV,3900 LIBERTY HEIGHTS AV BALTIMORE MD,Dorchester,Northwestern,621.0,6.0,D1,Dorchester/Ashburton,Census Tract 1510,21215.0,71046,"3900, Liberty Heights Avenue, Dorchester, Baltimore, Maryland, 21207, United States","(39.327876, -76.683828, 0.0)",39.327876,-76.683828,0.0
19,100,11587166,5301020A638E756C,2022/12/05 17:49:00+00,High,ND,BURGLARY,P223393762,3000 EDGECOMBE CI N,3000 EDGECOMBE CI N BALTIMORE MD,Parklane,Northern,532.0,6.0,D1,Southern Park Heights,Census Tract 2716,21215.0,71054,,"(None, None, None)",,,
20,101,11588080,5301020A638E9BE4,2022/12/05 20:33:00+00,High,NW,DISCHRG FIREARM,P223394503,4800 GWYNN OAK AV,4800 GWYNN OAK AV BALTIMORE MD,Howard Park,Northwestern,622.0,8.0,D9,Howard Park/West Arlington,Census Tract 2802,21207.0,71062,"4800, Gwynn Oak Avenue, Howard Park, Baltimore, Maryland, 21207, United States","(39.33085155, -76.69722683567909, 0.0)",39.33085155,-76.69722683567909,0.0
21,102,11588099,5301020A638E9EA7,2022/12/05 20:45:00+00,High,ND,COMMON ASSAULT,P223394542,4400 WRENWOOD AV,4400 WRENWOOD AV BALTIMORE MD,Wilson Park,Northern,524.0,4.0,D2,Greater Govans,Census Tract 2710.01,21212.0,71064,"4400, Wrenwood Avenue, Wilson Park, Baltimore, Maryland, 21212, United States","(39.3422381, -76.60657676726342, 0.0)",39.3422381,-76.60657676726342,0.0
22,103,11588483,5301020A638EB7DD,2022/12/05 22:32:00+00,High,NE,CAR JACKING,P223394958,E FEDERAL ST/ERDMAN AV,E FEDERAL ST and ERDMAN AV BALTIMORE MD,Orchard Ridge,Northeastern,433.0,13.0,D6,Claremont/Armistead,Census Tract 2603.03,21205.0,71072,,"(None, None, None)",,,
23,104,11588484,5301020A638EBB43,2022/12/05 22:47:00+00,High,SD,DISCHRG FIREARM,P223394986,OTTERBEIN ST/EISLEN ST,OTTERBEIN ST and EISLEN ST BALTIMORE MD,Washington Village/Pigtown,Southern,932.0,10.0,D7,Washington Village/Pigtown,Census Tract 2101,21230.0,71074,,"(None, None, None)",,,
24,105,11588451,5301020A638EC00D,2022/12/05 23:07:00+00,High,SE,ARMED PERSON,P223395009,100 N HAVEN ST,100 N HAVEN ST BALTIMORE MD,Baltimore Highlands,Southeastern,223.0,2.0,D6,Orangeville/East Highlandtown,Census Tract 2604.04,21224.0,71078,"100, North Haven Street, Baltimore Highlands, Baltimore, Maryland, 21224, United States","(39.29380422172522, -76.5629910171649, 0.0)",39.29380422172522,-76.5629910171649,0.0
25,106,11589603,5301020A638EFFAE,2022/12/06 03:39:00+00,High,WD,OVERDOSE,P223400892,1800 N PULASKI ST,1800 N PULASKI ST BALTIMORE MD,Easterwood,Western,741.0,7.0,D9,Greater Rosemont,Census Tract 1503,21217.0,71097,"1800, North Pulaski Street, Easterwood, Baltimore, Maryland, 21217, United States","(39.30877715, -76.65150283300495, 0.0)",39.30877715,-76.65150283300495,0.0
26,107,11589736,5301020A638F0FD2,2022/12/06 04:48:00+00,High,CD,ARMED PERSON,P223401083,N PACA ST/W MULBERRY ST,N PACA ST and W MULBERRY ST BALTIMORE MD,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,21201.0,71103,,"(None, None, None)",,,
0,108,11589741,5301020A638F13D3,2022/12/06 05:05:00+00,High,SE,ARMED PERSON,P223401136,E FAYETTE ST/N CAROLINE ST,E FAYETTE ST and N CAROLINE ST BALTIMORE MD,Washington Hill,Southeastern,212.0,12.0,D7,Oldtown/Middle East,Census Tract 301,21231.0,71106,,"(None, None, None)",,,
1,109,11589927,5301020A638F2E89,2022/12/06 06:59:00+00,High,NW,AUTO ACC/INJURY,P223401313,WABASH AV/W COLD SPRING LN,WABASH AV and W COLD SPRING LN BALTIMORE MD,Dolfield,Northwestern,613.0,6.0,D1,Dorchester/Ashburton,Census Tract 1511,21215.0,71110,,"(None, None, None)",,,
2,110,11590229,5301020A638F46BB,2022/12/06 08:42:00+00,High,NE,AUTO ACC/INJURY,P223401602,E 0RD ST/THE ALAMEDA,E 0RD ST and THE ALAMEDA BALTIMORE MD,Ednor Gardens-Lakeside,Northeastern,412.0,14.0,D2,The Waverlies,Census Tract 903,21218.0,71114,,"(None, None, None)",,,
3,111,11590463,5301020A638F5E92,2022/12/06 10:24:00+00,High,NW,AUTO ACC/INJURY,P223402017,WOODLAND AV/PARK HEIGHTS AV,WOODLAND AV and PARK HEIGHTS AV BALTIMORE MD,Central Park Heights,Northwestern,614.0,6.0,D1,Pimlico/Arlington/Hilltop,Census Tract 2716,21215.0,71118,,"(None, None, None)",,,
4,112,11590940,5301020A638F7760,2022/12/06 12:09:00+00,High,WD,BURGLARY,P223402463,1000 W LANVALE ST,1000 W LANVALE ST BALTIMORE MD,Harlem Park,Western,713.0,9.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1601,21217.0,71124,"1000, West Lanvale Street, Harlem Park, Baltimore, Maryland, 21217, United States","(39.298116, -76.634047, 0.0)",39.298116,-76.634047,0.0
5,113,11591618,5301020A638F9FA7,2022/12/06 15:01:00+00,High,CD,AUTO ACC/INJURY,P223403132,SB I 100 S AT E FAYETTE ST,SB I 100 S AT E FAYETTE ST BALTIMORE MD,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 302,21202.0,71138,,"(None, None, None)",,,
6,114,11591873,5301020A638FAE2B,2022/12/06 16:03:00+00,High,SW,COMMON ASSAULT,P223403363,2200 GARRISON BL,2200 GARRISON BL BALTIMORE MD,Mount Holly,Southwestern,812.0,7.0,D9,Forest Park/Walbrook,Census Tract 1508,21216.0,71142,,"(None, None, None)",,,
7,115,11592043,5301020A638FB9D3,2022/12/06 16:53:00+00,High,NW,AUTO ACC/INJURY,P223403627,4700 LIBERTY HEIGHTS AV,4700 LIBERTY HEIGHTS AV BALTIMORE MD,Howard Park,Northwestern,622.0,5.0,D1,Howard Park/West Arlington,Census Tract 2801.02,21207.0,71145,"4700, Liberty Heights Avenue, Howard Park, Baltimore, Maryland, 21207, United States","(39.33167295, -76.69577977179884, 0.0)",39.33167295,-76.69577977179884,0.0
8,116,11592107,5301020A638FBE02,2022/12/06 17:11:00+00,High,ND,OVERDOSE,P223403719,2500 WOODLAND AV,2500 WOODLAND AV BALTIMORE MD,Cylburn,Northern,532.0,6.0,D2,Southern Park Heights,Census Tract 2716,21209.0,71147,"2500, Woodland Avenue, Cylburn, Baltimore, Maryland, 21215, United States","(39.34665762962963, -76.66019648148148, 0.0)",39.34665762962963,-76.66019648148148,0.0
9,117,11592628,5301020A638FDC05,2022/12/06 19:19:00+00,High,NW,ATT SUICIDE-VIOL,P223404327,3500 DOLFIELD AV,3500 DOLFIELD AV BALTIMORE MD,East Arlington,Northwestern,643.0,6.0,D1,Dorchester/Ashburton,Census Tract 1511,21215.0,71162,"Arlington Station Baltimore Post Office, 3500, Dolfield Avenue, Ashburton, Baltimore, Maryland, 21215, United States","(39.3343111, -76.67338639275914, 0.0)",39.3343111,-76.67338639275914,0.0
10,118,11593565,5301020A639009C8,2022/12/06 22:34:00+00,High,ED,AUTO ACC/INJURY,P223405075,400 BLK ENSOR ST,400 BLK ENSOR ST BALTIMORE MD,Oldtown,Eastern,312.0,12.0,D7,Oldtown/Middle East,Census Tract 2805,21202.0,71174,,"(None, None, None)",,,
11,119,11593629,5301020A639015E6,2022/12/06 23:26:00+00,High,NE,DISCHRG FIREARM,P223405196,1900 BLK E 31ST ST,1900 BLK E 31ST ST BALTIMORE MD,Coldstream Homestead Montebello,Northeastern,411.0,14.0,D5,Midway/Coldstream,Census Tract 906,21218.0,71179,,"(None, None, None)",,,
12,120,11593867,5301020A6390173C,2022/12/06 23:31:00+00,High,ED,SHOOTING,P223405226,1800 ORLEANS ST,1800 ORLEANS ST BALTIMORE MD,Dunbar-Broadway,Eastern,321.0,13.0,D5,Oldtown/Middle East,Census Tract 604,21287.0,71180,"Johns Hopkins Hospital, 1800, Orleans Street, CARE, Baltimore, Maryland, 21287, United States","(39.296439199999995, -76.59239403267401, 0.0)",39.2964392,-76.59239403267401,0.0
13,121,11595417,5301020A6390AACC,2022/12/07 10:01:00+00,High,NW,DISCHRG FIREARM,P223411721,3900 BLK PARK HEIGHTS AV,3900 BLK PARK HEIGHTS AV BALTIMORE MD,Park Circle,Northern,533.0,6.0,D1,Southern Park Heights,Census Tract 1512,21215.0,71206,,"(None, None, None)",,,
14,122,11595416,5301020A6390AC2B,2022/12/07 10:07:00+00,High,SW,AUTO ACC/INJURY,P223411738,MORRIS RD/WINTERBOURNE RD,MORRIS RD and WINTERBOURNE RD BALTIMORE MD,Gwynns Falls/Leakin Park,Southwestern,821.0,9.0,D9,Forest Park/Walbrook,Census Tract 1509,21216.0,71207,,"(None, None, None)",,,
15,123,11595607,5301020A6390B3BF,2022/12/07 10:39:00+00,High,NE,BURGLARY,P223411858,2600 AISQUITH ST,2600 AISQUITH ST BALTIMORE MD,Coldstream Homestead Montebello,Northeastern,411.0,14.0,D5,Midway/Coldstream,Census Tract 907,21218.0,71208,"2600, Aisquith Street, Coldstream-Homestead-Montebello, Baltimore, Maryland, 21218, United States","(39.319151, -76.59672945380356, 0.0)",39.319151,-76.59672945380356,0.0
16,124,11595821,5301020A6390C500,2022/12/07 11:53:00+00,High,ND,AGGRAV ASSAULT,P223412147,5400 NORTHWOOD DR,5400 NORTHWOOD DR BALTIMORE MD,Cameron Village,Northern,523.0,4.0,D2,Chinquapin Park/Belvedere,Census Tract 2708.05,21239.0,71210,"5400, Northwood Drive, Cameron Village, Baltimore, Maryland, 21239, United States","(39.35455795, -76.59606054945246, 0.0)",39.35455795,-76.59606054945246,0.0
17,125,11595854,5301020A6390CCDA,2022/12/07 12:26:00+00,High,NE,AUTO ACC/INJURY,P223412283,2900 PELHAM AV,2900 PELHAM AV BALTIMORE MD,Belair-Edison,Northeastern,432.0,13.0,D5,Belair-Edison,Census Tract 801.01,21213.0,71214,"2900, Pelham Avenue, Belair-Edison, Baltimore, Maryland, 21213, United States","(39.325061672208236, -76.57113664374934, 0.0)",39.32506167220824,-76.57113664374934,0.0
18,126,11596044,5301020A6390CE1D,2022/12/07 12:32:00+00,High,ED,NONBREATHING / A,P223412313,1800 N COLLINGTON AV,1800 N COLLINGTON AV BALTIMORE MD,Broadway East,Eastern,331.0,12.0,D5,Clifton-Berea,Census Tract 802,21213.0,71215,"1800, North Collington Avenue, Broadway East, Baltimore, Maryland, 21213, United States","(39.311058, -76.587569, 0.0)",39.311058,-76.587569,0.0
